Title;Author;Avg Rating;Ratings
Drop Dead Demons (Divinicus Nex Chronicles, #2);A.  Kirk;4.27;4,954
Alas de fuego (Ahriel, #1);Laura Gallego García;3.91;4,851
The Trouble with Romance (Cupid, #2);Tamara Philip;4.48;29
Gus (Bright Side, #2);Kim Holden;4.44;14,361
Ice Like Fire (Snow Like Ashes, #2);Sara Raasch;3.75;21,462
Our Chemical Hearts;Krystal Sutherland;3.79;21,858
United as One (Lorien Legacies, #7);Pittacus Lore;4.31;26,510
Be With You 今会いにゆきます;Takuji Ichikawa;3.92;2,045
The Course of Love;Alain de Botton;4.04;31,807
The Gingerbread Girl;Stephen King;3.62;5,404
Wuthering Heights by Emily Brontë;Hilda D. Spear;4.13;24,180
The Risk (Briar U, #2);Elle Kennedy;4.31;53,472
The Game of Life and How to Play It;Florence Scovel Shinn;4.12;8,671
Staying Fat for Sarah Byrnes;Chris Crutcher;3.95;13,559
Cold Fire (The Circle Opens, #3);Tamora Pierce;4.09;21,391
Taming the Beast;Emily Maguire;3.46;1,819
Jean de Florette & Manon of the Springs (Two Novels);Marcel Pagnol;4.32;1,222
The Way the Crow Flies;Ann-Marie MacDonald;4.10;13,357
Peace Is Every Step: The Path of Mindfulness in Everyday Life;Thich Nhat Hanh;4.26;34,959
Broken Music;Sting;3.84;4,133
The Last Leaf;O. Henry;4.33;5,091
The Reapers are the Angels (Reapers, #1);Alden Bell;3.90;11,495
Vampyr (Carmina Nocturna #1);Carolina Andújar;4.31;2,683
The Taker (The Taker, #1);Alma Katsu;3.67;7,440
Warlock (Ancient Egypt, #3);Wilbur Smith;4.05;14,319
Annabel Lee;Edgar Allan Poe;4.34;8,505
Myrtle Mae and the Mirror in the Attic (The Mae Chronicles, #1);Joe Egly;4.54;13
Home of the Brave;Katherine Applegate;4.27;10,487
രണ്ടാമൂഴം | Randamoozham;M.T. Vasudevan Nair;4.27;8,704
Carry On, Mr. Bowditch;Jean Lee Latham;4.13;16,550
A Tale of Love and Darkness;Amos Oz;4.23;9,622
Fool on the Hill;Matt Ruff;4.09;4,370
Ramona Quimby, Age 8 (Ramona, #6);Beverly Cleary;4.09;71,180
Goodbye to Berlin;Christopher Isherwood;3.95;11,243
Freelancing And Outsourcing-How to Outsource Excessive Workload;Maria Johnsen;4.90;10
Tainted Pictures (Photographer Trilogy, #2);Sarah  Robinson;4.26;308
This Season... Have Love/Have Faith;Tamara Philip;4.38;26
The Emperor's Blades (Chronicle of the Unhewn Throne, #1);Brian Staveley;4.04;40,847
The Incal;Alejandro Jodorowsky;4.17;7,893
Him (Him, #1);Sarina Bowen;4.44;45,720
Sesher Kobita, The Last Poem;Rabindranath Tagore;4.24;2,971
Something Like Summer (Something Like, #1);Jay Bell;4.04;9,992
A Three Course Meal for the Mind;Renée Paule;4.47;17
Zeroes (Zeroes, #1);Scott Westerfeld;3.76;9,535
We Are All Made of Molecules;Susin Nielsen;3.86;12,773
The Complete Sherlock Holmes, Volume I;Arthur Conan Doyle;4.49;29,669
A Skinful of Shadows;Frances Hardinge;4.01;6,828
The Black Tides of Heaven (Tensorate, #1);Neon Yang;3.75;8,589
Save Me (Maxton Hall, #1);Mona Kasten;4.11;19,654
The Queen's Rising (The Queen’s Rising, #1);Rebecca   Ross;4.01;14,218
Only Human (Themis Files, #3);Sylvain Neuvel;3.66;27,118
Perdida (Perdida #1);Carina Rissi;4.25;4,659
Death Sets Sail (Murder Most Unladylike #9);Robin Stevens;4.62;1,896
American Royals (American Royals, #1);Katharine McGee;3.85;74,660
All the Young Dudes;MsKingBean89;4.82;8,931
My Policeman;Bethan Roberts;4.08;12,605
Fruits Basket, Vol. 8;Natsuki Takaya;4.43;15,901
Here on Earth;Alice Hoffman;3.69;46,407
In the Lake of the Woods;Tim O'Brien;3.79;22,133
The Coffee Trader;David Liss;3.74;8,161
The League of Extraordinary Gentlemen, Vol. 2;Alan Moore;3.93;20,591
Sweet Thursday (Cannery Row, #2);John Steinbeck;4.10;14,212
The Traveler's Gift: Seven Decisions that Determine Personal Success;Andy Andrews;4.06;15,964
Carpe Diem;Autumn Cornwell;3.95;2,522
The Girls;Lori Lansens;3.80;20,854
Vittorio, The Vampire (New Tales of the Vampires, #2);Anne Rice;3.53;26,523
The Sky is Falling;Sidney Sheldon;3.59;20,421
Love Bites (Argeneau #2);Lynsay Sands;4.07;25,699
City of Saints and Madmen (Ambergris, #1);Jeff VanderMeer;3.86;5,813
The Day of Battle: The War in Sicily and Italy, 1943-1944 (World War II Liberation Trilogy, #2);Rick Atkinson;4.32;13,517
Second Treatise of Government;John Locke;3.77;19,818
خوارق اللاشعور;علي الوردي;3.91;9,261
A Journey of the Heart (When Women Were Warriors, #2);Catherine M. Wilson;4.46;2,640
Plumb;George Bacovia;4.16;3,957
No Safety in Numbers (No Safety in Numbers, #1);Dayna Lorentz;3.55;6,398
Jingga dan Senja;Esti Kinasih;4.07;4,932
मधुशाला;Harivansh Rai Bachchan;4.45;3,286
Date Me (The Keatyn Chronicles, #3);Jillian Dodd;4.39;7,540
The Year of Ice;Brian Malloy;3.90;2,222
Cursed;Jennifer L. Armentrout;3.81;12,860
Amongst Women;John McGahern;3.93;3,640
Calico Captive;Elizabeth George Speare;3.96;5,532
The Afternoon When She Died;Maria Johnsen;4.39;23
Successful Freelancing And Outsourcing: A Guide To Make Money Online And Increase Business Profit;Maria Johnsen;4.85;13
Cress: Chapters 1-5;Marissa Meyer;4.60;2,002
New Moon: The Graphic Novel, Vol. 1 (Twilight: The Graphic Novel, #3);Young Kim;4.28;5,309
So Long, Lollipops (Until the End of the World, #1.5);Sarah Lyons Fleming;4.25;2,934
Awakening Inner Guru;Banani Ray;4.79;121
The Abortion;Richard Brautigan;3.98;5,723
Sklepy cynamonowe / Sanatorium pod Klepsydrą;Bruno Schulz;4.01;4,005
One Summer: America, 1927;Bill Bryson;4.07;48,998
30 Pieces of Gold: Self Growth - How to use Inspirational Quotes Effectively.;Ron Millicent;4.29;129
"The Wrong Side of Goodbye (Harry Bosch, #19; Harry Bosch Universe, #28)";Michael Connelly;4.32;64,141
Not Even Bones (Market of Monsters, #1);Rebecca Schaeffer;4.16;8,114
Just Breathe;Cammie McGovern;3.93;1,486
All The Young Dudes - Volume One: Years 1 - 4 (All The Young Dudes #1);MsKingBean89;4.74;3,962
Walden;Michael T. Dolan;3.43;400
Born in Death (In Death, #23);J.D. Robb;4.36;26,059
Against Our Will: Men, Women and Rape;Susan Brownmiller;4.04;3,893
Olive's Ocean;Kevin Henkes;3.77;13,236
Life's Golden Ticket;Brendon Burchard;3.99;4,200
The Man Who Fell in Love with the Moon;Tom Spanbauer;4.20;3,017
Lucas;Kevin Brooks;3.97;5,839
Through Gates of Splendor;Elisabeth Elliot;4.26;28,708
The Other Side of the Island;Allegra Goodman;3.69;4,731
The Pace (The Pace, #1);Shelena Shorts;3.70;1,460
Shift (Shifters, #5);Rachel Vincent;4.22;16,256
Polar Star (Arkady Renko, #2);Martin Cruz Smith;3.96;12,365
What I Saw and How I Lied;Judy Blundell;3.52;13,783
Wicked Game (WVMP Radio, #1);Jeri Smith-Ready;3.70;3,258
It Happened One Autumn (Wallflowers, #2);Lisa Kleypas;4.13;52,318
Beyond the Deepwoods  (The Edge Chronicles: The Twig Saga #1);Paul Stewart;4.07;14,316
Endless Night;Richard Laymon;3.93;5,071
The Swerve: How the World Became Modern;Stephen Greenblatt;3.84;31,134
The Grass Is Singing;Doris Lessing;3.82;11,808
The Mind Readers (Mind Readers, #1);Lori Brighton;3.76;18,685
Dancer;Colum McCann;3.93;4,525
Vespers Rising (The 39 Clues, #11);Rick Riordan;4.12;34,038
Der Junge, der Träume schenkte;Luca Di Fulvio;4.28;3,912
Freehold  (Freehold #1);Michael Z. Williamson;4.03;4,138
Jingga Dalam Elegi;Esti Kinasih;4.15;4,718
A Midnight Clear;William Wharton;4.17;1,641
Sticks & Stones (Cut & Run, #2);Abigail Roux;4.38;13,363
Hammered (The Iron Druid Chronicles, #3);Kevin Hearne;4.21;49,591
أعلنت عليك الحب;غادة السمان;3.60;5,993
Geek Girl (Geek Girl, #1);Holly Smale;3.77;19,999
Where Is My Home?;Tali Carmi;4.18;277
Tainted Bodies (Photographer Trilogy, #1);Sarah  Robinson;3.82;469
The Omen;David Seltzer;4.03;62,269
Alice in Wonderland;Joan  Collins;3.97;4,944
Madilog;Tan Malaka;4.22;2,193
Puddle Jumping (Puddle Jumping, #1);Amber L.  Johnson;4.26;12,076
A Little Something Different;Sandy  Hall;3.60;21,275
Maximum Ride Forever (Maximum Ride, #9);James Patterson;4.05;11,988
The Crown's Game (The Crown's Game, #1);Evelyn Skye;3.83;21,686
The Unexpected Guest;Charles Osborne;4.08;12,633
Love Connection;Camilla Isley;3.77;780
Good Night Stories for Rebel Girls: 100 Tales of Extraordinary Women;Elena Favilli;4.35;34,226
Love & Luck (Love & Gelato, #2);Jenna Evans Welch;3.77;19,056
Laughing All the Way to the Bank (Robbery): My Education at Con College;Michael  Rickard;4.63;49
Berühre mich. Nicht. (Berühre mich. Nicht., #1);Laura Kneidl;4.37;6,267
"Two Kinds of Truth (Harry Bosch, #20; Harry Bosch Universe, #30)";Michael Connelly;4.22;57,551
الشيطان يعظ;Naguib Mahfouz;3.91;2,497
Maze Runner: The Scorch Trials: The Official Graphic Novel Prelude;Jackson Lanzing;4.17;29,148
Divergent Official Illustrated Movie Companion;Kate Egan;4.33;55,975
All The Young Dudes - Volume Two: Years 5 - 7 (All The Young Dudes #2);MsKingBean89;4.86;2,965
Green River, Running Red;Ann Rule;3.97;14,790
The Seventh Dwarf (Artemis Fowl #1.5);Eoin Colfer;3.90;4,167
Myths of Light: Eastern Metaphors of the Eternal;Joseph Campbell;4.46;430
Lord of Emperors (The Sarantine Mosaic, #2);Guy Gavriel Kay;4.24;12,070
Aliss;Patrick Senécal;4.33;4,300
The Double Helix;James D. Watson;3.86;16,816
Blameless (Parasol Protectorate, #3);Gail Carriger;3.98;39,996
Stars in My Pocket Like Grains of Sand;Samuel R. Delany;3.85;2,629
The Morganville Vampires, Volume 3 (The Morganville Vampires, #5-6);Rachel Caine;4.39;15,001
Set This House in Order;Matt Ruff;4.29;5,252
Slathbog's Gold (Adventurers Wanted, #1);M.L. Forman;4.18;11,266
Law of Success;Napoleon Hill;4.28;11,380
Swindle (Swindle, #1);Gordon Korman;3.96;17,571
Arcade Catastrophe (The Candy Shop War, #2);Brandon Mull;4.19;8,400
Talented (Talented Saga, #1);Sophie  Davis;4.02;5,260
Birds of Prey (Courtney, #9);Wilbur Smith;4.20;11,134
Mysteries;Knut Hamsun;4.08;6,177
Beast (Estill County Mountain Man #1);Pepper Pace;4.16;4,108
Caleb's Crossing;Geraldine Brooks;3.82;62,569
Kiss Me (The Keatyn Chronicles, #2);Jillian Dodd;4.30;8,309
Friends vs. Family (The Ghost Bird, #3);C.L. Stone;4.36;9,939
Ayahku (Bukan) Pembohong;Tere Liye;4.23;6,924
Alice Will (Dreams of Chaos #1);Ashley Chappell;4.22;144
Billy and Me;Giovanna Fletcher;3.84;14,394
Terry Treetop and the Lost Egg;Tali Carmi;3.83;3,797
قنديل أم هاشم;يحيى حقي;3.62;4,835
Say What You Will;Cammie McGovern;3.66;16,216
The Light of Other Days;Arthur C. Clarke;3.99;6,685
Hatching Twitter: A True Story of Money, Power, Friendship, and Betrayal;Nick Bilton;4.01;17,254
We All Looked Up;Tommy Wallach;3.55;22,121
La petite fille de Monsieur Linh;Philippe Claudel;4.05;8,669
Raelia (The Medoran Chronicles, #2);Lynette Noni;4.46;4,378
Far from the Tree;Robin Benway;4.28;33,674
The Dragonet Prophecy (Wings of Fire Graphic Novel, #1);Tui T. Sutherland;4.41;5,874
الحب وسنينه;أحمد رجب;3.59;1,074
The Secret History;Donna Tartt;4.11;400,016
Imagined Communities: Reflections on the Origin and Spread of Nationalism;Benedict Anderson;4.11;12,424
Innocent in Death (In Death, #24);J.D. Robb;4.38;28,536
Blue Smoke;Nora Roberts;4.02;32,003
DragonFire (DragonKeeper Chronicles, #4);Donita K. Paul;4.20;5,280
The Saving Graces;Patricia Gaffney;3.79;15,626
A Gathering of Gargoyles (Darkangel Trilogy, #2);Meredith Ann Pierce;4.11;4,535
Snakes and Earrings;Hitomi Kanehara;3.18;4,398
Emotional Intelligence 2.0;Travis Bradberry;3.84;76,597
Ever After (Lost Love, #2);Karen Kingsbury;4.24;12,488
Red Riding Hood;Sarah Blakley-Cartwright;3.49;19,094
(Un) Spoken;Dennis Sharpe;4.57;23
Cornelia and the Audacious Escapades of the Somerset Sisters;Lesley M.M. Blume;4.18;3,037
The Children of Noisy Village;Astrid Lindgren;4.30;11,506
England's Perfect Hero (Lessons in Love, #3);Suzanne Enoch;4.07;6,770
أمل دنقل: الأعمال الكاملة;أمل دنقل;4.31;5,297
Art and Fear: Observations on the Perils (and Rewards) of Artmaking;David Bayles;3.75;77,929
Parzival;Wolfram von Eschenbach;3.78;3,189
Get Well Soon (Anna Bloom, #1);Julie Halpern;3.75;6,402
Incendies;Wajdi Mouawad;4.39;3,696
Jazz (Beloved Trilogy, #2);Toni Morrison;3.85;25,502
Monsoon (Courtney, #10);Wilbur Smith;4.30;11,057
Bilangan Fu;Ayu Utami;3.90;2,730
The Krishna Key;Ashwin Sanghi;3.58;18,711
Remember Me;Lesley Pearse;4.32;5,324
قصيدة بلقيس;نزار قباني;4.30;2,996
The City of Worms (Everville, #2);Roy Huff;4.21;200
The Halloween Tree;Ray Bradbury;3.81;24,388
Brújulas que buscan sonrisas perdidas;Albert Espinosa;3.84;4,400
Chameleon Moon (Chameleon Moon, #1);RoAnna Sylver;4.05;417
The Girl with Ghost Eyes;M.H. Boroson;3.87;3,738
Max;Sarah Cohen-Scali;4.23;2,909
Suspect (Scott James & Maggie, #1);Robert Crais;4.16;22,220
Was fehlt, wenn ich verschwunden bin;Lilly Lindner;4.49;568
The Legend of Korra: Turf Wars, Part One (The Legend of Korra: Turf Wars #1);Michael Dante DiMartino;4.33;8,427
13 Minutes;Sarah Pinborough;3.81;13,156
Listen to Your Heart;Kasie West;3.85;15,806
Aurora Burning (The Aurora Cycle, #2);Amie Kaufman;4.32;21,289
Save Me;Big Hit Entertainment;4.58;4,461
A Life on Our Planet: My Witness Statement and a Vision for the Future;David Attenborough;4.52;15,223
Ten Big Ones (Stephanie Plum, #10);Janet Evanovich;4.13;96,044
The Táin: From the Irish Epic Táin Bó Cúailnge;Anonymous;3.97;3,825
Round the Bend;Nevil Shute;4.11;1,389
The Expected One (Magdalene Line Trilogy, #1);Kathleen McGowan;3.92;7,536
Flight;Sherman Alexie;3.89;15,913
The Disorderly Knights (The Lymond Chronicles, #3);Dorothy Dunnett;4.58;3,721
The Complete Poems;William Blake;4.24;11,127
Children of the Night (Seasons of Horror #2);Dan Simmons;3.71;7,156
Wizard at Large (Magic Kingdom of Landover #3);Terry Brooks;3.84;15,893
Winter in Tokyo;Ilana Tan;4.08;10,793
Cowgirl Up and Ride (Rough Riders, #3);Lorelei James;4.27;12,583
Decision Points;George W. Bush;3.77;40,396
The Black Swan (Fairy Tales, #2);Mercedes Lackey;3.86;8,434
Sir Gibbie (Sir Gibbie, #1);George MacDonald;4.30;1,598
ArchEnemy;Frank Beddor;3.89;11,046
Nathaniel's Nutmeg: How One Man's Courage Changed the Course of History;Giles Milton;3.83;4,429
Save Me;Lisa Scottoline;3.66;26,685
The Biology of Belief: Unleashing the Power of Consciousness, Matter and Miracles;Bruce H. Lipton;4.10;14,081
Everyone Poops;Taro Gomi;4.17;6,074
The Lost Wife;Alyson Richman;4.20;52,146
Que serais-je sans toi?;Guillaume Musso;3.84;5,510
The Angel (The Original Sinners, #2);Tiffany Reisz;4.45;15,178
The Book: On the Taboo Against Knowing Who You Are;Alan W. Watts;4.19;19,306
Devoted (Elixir, #2);Hilary Duff;3.64;4,542
First Days (The Ghost Bird, #2);C.L. Stone;4.35;10,843
The Murder Complex (The Murder Complex, #1);Lindsay Cummings;3.64;8,219
Her Forbidden Rockstar (Sand & Clay, #1);Sarah  Robinson;3.60;386
A Máquina de Fazer Espanhóis;Valter Hugo Mãe;4.33;5,065
Last Light (Night Owl, #2);M. Pierce;3.91;3,830
في الحب والحياة;مصطفى محمود;3.77;8,675
Gelombang;Dee Lestari;4.10;4,242
Desert Flower;Waris Dirie;4.07;29,307
Heart of the Country;Greg Matthews;4.03;416
The Noise of Time;Julian Barnes;3.74;21,272
Bomb: The Race to Build—and Steal—the World's Most Dangerous Weapon;Steve Sheinkin;4.11;16,752
Shakespeare: The World as Stage;Bill Bryson;3.79;43,741
Vom Ende der Einsamkeit;Benedict Wells;4.32;17,082
أعجب الرحلات في التاريخ;أنيس منصور;4.01;3,220
The Villain (Boston Belles, #2);L.J. Shen;4.28;28,914
Of the Flame, Poems - Volume 15;Wendy E. Slater;4.30;9,328
Trustee from the Toolroom;Nevil Shute;4.26;3,773
Poema de Mío Cid;Anonymous;3.47;11,093
Fledgling (Jason Steed, #1);Mark A. Cooper;4.28;1,457
The Martyr's Song (The Martyr's Song Series, Book 1) (With CD);Ted Dekker;4.15;3,256
The Captain's Verses;Pablo Neruda;4.23;7,844
Love You Hate You Miss You;Elizabeth Scott;3.76;7,773
Either/Or: A Fragment of Life;Søren Kierkegaard;4.17;7,745
The Bridge;Iain Banks;3.85;11,051
Holy Fools;Joanne Harris;3.59;8,076
Oscar and Lucinda;Peter Carey;3.73;20,085
The Search for WondLa (The Search for WondLa, #1);Tony DiTerlizzi;4.08;11,719
After You'd Gone;Maggie O'Farrell;4.01;11,488
Wishes (Montgomery/Taggert, #14);Jude Deveraux;3.97;5,528
The Descendants;Kaui Hart Hemmings;3.83;21,093
"Insight (Insight #1; Web of Hearts and Souls #1)";Jamie Magee;3.79;5,608
Wild Cards (Wild Cards, #1);Simone Elkeles;3.94;18,066
صندوق الدمى;شيرين هنائي;3.46;7,130
Saving June;Hannah Harrington;3.96;17,339
خان الخليلي;Naguib Mahfouz;3.92;5,439
Book of Longing;Leonard Cohen;4.02;8,579
Hushed;Kelley York;4.04;1,870
Try (Temptation, #1);Ella Frank;4.20;19,803
Ender's Game, Volume 1: Battle School (Ender's Saga);Christopher Yost;4.42;44,015
Stumbling on Happiness;Daniel Todd Gilbert;3.81;59,240
A World Without You;Beth Revis;3.73;4,432
When the Moon Was Ours;Anna-Marie McLemore;3.92;8,266
Harnessing Heaven: How One Reluctant Wall-Streeter Tapped the Power of the Hereafter;Clifford Michaels;4.19;256
Miami Purity;Vicki Hendricks;3.40;782
I Am Not Your Perfect Mexican Daughter;Erika L. Sánchez;4.03;40,974
The Magnolia Inn;Carolyn Brown;3.94;21,853
سأهبك مدينة أخرى;أحمد إبراهيم الفقيه;3.81;95
The Living Mountain;Nan Shepherd;4.30;4,370
Iola O;G.M. Monks;4.29;229
The Anthropocene Reviewed;John Green;4.48;24,958
Under the Whispering Door;T.J. Klune;4.33;17,843
Die Entdeckung der Langsamkeit;Sten Nadolny;3.95;2,918
City Of Night;John Rechy;3.92;3,776
Gone;Julie Elizabeth Powell;4.24;166
Godless: The Church of Liberalism;Ann Coulter;3.32;2,936
Being Dead;Jim Crace;3.71;4,758
The Love We Share Without Knowing;Christopher Barzak;3.97;575
The Great Brain (Great Brain, #1);John D. Fitzgerald;4.17;16,698
Perfect Fifths (Jessica Darling, #5);Megan McCafferty;3.85;9,120
Invitation Only (Private, #2);Kate Brian;3.95;10,971
The Light of Eidon (Legends of the Guardian-King, #1);Karen Hancock;3.89;3,918
I Know What You Did Last Summer;Lois Duncan;3.48;12,827
Oblivion: Stories;David Foster Wallace;4.06;13,010
The Old Willis Place;Mary Downing Hahn;4.13;9,119
Incantation;Alice Hoffman;3.89;7,768
Something Under the Bed is Drooling (Calvin and Hobbes #2);Bill Watterson;4.57;14,919
King Suckerman;George Pelecanos;3.99;2,272
Winter: A Berlin Family, 1899-1945 (Bernard Samson, #0);Len Deighton;4.10;2,421
As a Driven Leaf;Milton Steinberg;4.12;2,655
البوصلة القرآنية;أحمد خيري العمري;4.24;2,870
The Wisdom of Life;Arthur Schopenhauer;4.14;8,079
Dongri To Dubai : Six Decades of The Mumbai Mafia;S. Hussain Zaidi;3.93;9,543
Common Stocks and Uncommon Profits and Other Writings;Philip A. Fisher;4.10;13,053
The Rocker That Needs Me (The Rocker, #3);Terri Anne Browning;4.28;11,387
النباهة والاستحمار (الآثار الكاملة، #13(;Ali Shariati;3.80;5,753
The Interludes (In the Company of Shadows, #3);Ais;4.48;3,021
The Pigeon;Patrick Süskind;3.70;14,692
Die Känguru-Chroniken: Ansichten eines vorlauten Beuteltiers (Die Känguru-Chroniken, #1);Marc-Uwe Kling;4.30;11,143
Symptoms of Being Human;Jeff Garvin;4.15;15,608
Stalk Me (The Keatyn Chronicles, #1);Jillian Dodd;3.95;13,700
The Citadel;A.J. Cronin;4.20;7,369
More Than Forever (More Than, #4);Jay McLean;4.47;16,199
The Book of Strange New Things;Michel Faber;3.68;30,656
A Season in Hell;Arthur Rimbaud;4.10;4,009
The Singularity is Near: When Humans Transcend Biology;Ray Kurzweil;3.93;10,440
Hard Rain Falling;Don Carpenter;4.15;3,913
Tiny Pretty Things (Tiny Pretty Things, #1);Sona Charaipotra;3.70;11,026
The Only Pirate at the Party;Lindsey Stirling;4.15;4,761
The Chosen (Black Dagger Brotherhood, #15);J.R. Ward;4.31;22,940
When the Reaper Comes;John L. DeBoer;4.17;173
روی ماه خداوند را ببوس;Mostafa Mastoor;3.10;7,624
Memory Man (Amos Decker, #1);David Baldacci;4.08;120,978
